id,name,credit,songid,song,labelid,label
46945,Jacques Loussier,2576915,2038892,Concerto No. 1 for Violin and Percussion; Concerto No. 2 for Violin and Tabla; Sonata for Violin and Piano,-1,
155643,Ignacy Jan Paderewski,2576915,2038892,Concerto No. 1 for Violin and Percussion; Concerto No. 2 for Violin and Tabla; Sonata for Violin and Piano,-1,
1717637,Adam Kostecki,2576915,2038892,Concerto No. 1 for Violin and Percussion; Concerto No. 2 for Violin and Tabla; Sonata for Violin and Piano,-1,
1717639,Gunther Hauer,2576915,2038892,Concerto No. 1 for Violin and Percussion; Concerto No. 2 for Violin and Tabla; Sonata for Violin and Piano,-1,
953051,Polska Filharmonia Kameralna,2576915,2038892,Concerto No. 1 for Violin and Percussion; Concerto No. 2 for Violin and Tabla; Sonata for Violin and Piano,-1,
