id,name,credit,songid,song,labelid,label
12181,Johannes Brahms,1318656,1381054,Ein deutsches Requiem,-1,
1117025,Singschule Chur,1318656,1381054,Ein deutsches Requiem,-1,
1117026,Kammerphilharmonie Graubünden,1318656,1381054,Ein deutsches Requiem,-1,
31839,Joseph Haydn,2184635,1946638,Joseph Haydn: Missa Solemnis; Michael Haydn: Perfice gressus meos,-1,
47365,Michael Haydn,2184635,1946638,Joseph Haydn: Missa Solemnis; Michael Haydn: Perfice gressus meos,-1,
923722,Südwestdeutsche Philharmonie Konstanz,2184635,1946638,Joseph Haydn: Missa Solemnis; Michael Haydn: Perfice gressus meos,-1,
1639677,Mario Schwarz,2184635,1946638,Joseph Haydn: Missa Solemnis; Michael Haydn: Perfice gressus meos,-1,
