id,name,credit,songid,song,labelid,label
554568,Fred Van Eps,820279,998983,Kee to kee rag / Medley of Scotch airs,696,Brunswick
554568,Fred Van Eps,1461447,1001265,Down South / Jigs & Reels (Old Black Joe; The Devil’s Dream; Turkey in the Straw),696,Brunswick
750932,Don Richardson,1461447,1001265,Down South / Jigs & Reels (Old Black Joe; The Devil’s Dream; Turkey in the Straw),696,Brunswick
