id,name,credit,songid,song,labelid,label
570139,Cheval Sombre,2488621,2219065,Static Fruit,90876,Fruits de Mer Records
570139,Cheval Sombre,2488621,2219065,Static Fruit,90875,Regal Crabomophone
570139,Cheval Sombre,2488621,2219065,Static Fruit,955,Static Caravan
1493705,Jack Ellister,2488621,2219065,Static Fruit,90876,Fruits de Mer Records
1493705,Jack Ellister,2488621,2219065,Static Fruit,90875,Regal Crabomophone
1493705,Jack Ellister,2488621,2219065,Static Fruit,955,Static Caravan
1860262,The Insektlife Cycle,2488621,2219065,Static Fruit,90876,Fruits de Mer Records
1860262,The Insektlife Cycle,2488621,2219065,Static Fruit,90875,Regal Crabomophone
1860262,The Insektlife Cycle,2488621,2219065,Static Fruit,955,Static Caravan
