id,name,credit,songid,song,labelid,label
554568,Fred Van Eps,1461447,1001265,Down South / Jigs & Reels (Old Black Joe; The Devil’s Dream; Turkey in the Straw),696,Brunswick
748742,Dan Boudini,1461447,1001265,Down South / Jigs & Reels (Old Black Joe; The Devil’s Dream; Turkey in the Straw),696,Brunswick
