id,name,credit,songid,song,labelid,label
1721385,Viviankrist,2374247,2116255,Alabanza | Lengsel,44247,Hello From the Gutter
1721385,Viviankrist,2374247,2116255,Alabanza | Lengsel,3267,[no label]
