id,name,credit,songid,song,labelid,label
1157386,Vivek - Mervin,2559096,2272523,Thumbaa,5662,Sony Music
1816478,Santhosh Dhayanidhi,2559096,2272523,Thumbaa,5662,Sony Music
1051259,Ghibran,2569851,2279400,"Baa Baa Black Sheep (From ""Sixer"")",110966,Muzik247
1473456,Kaber Vasuki,2709677,2388023,Dharala Prabhu,5662,Sony Music
1120863,Sean Roldan,2709677,2388023,Dharala Prabhu,5662,Sony Music
1251409,Vivek Siva,2709677,2388023,Dharala Prabhu,5662,Sony Music
1251408,Mervin Solomon,2709677,2388023,Dharala Prabhu,5662,Sony Music
1977271,Oorka,2709677,2388023,Dharala Prabhu,5662,Sony Music
1977274,Bharath Sankar,2709677,2388023,Dharala Prabhu,5662,Sony Music
1407728,Inno Genga,2709677,2388023,Dharala Prabhu,5662,Sony Music
1977723,Madley Blues,2709677,2388023,Dharala Prabhu,5662,Sony Music
707911,Srinidhi Venkatesh,2838813,2510224,Avalukena,152286,Sony BMG Music Entertainment (India) Pvt. Ltd.
