id,name,credit,songid,song,labelid,label
9040,Anthony Braxton,2857384,2528924,Composition 323 A; Composition 323 B,14394,Leo Records
891316,Taylor Ho Bynum,2857384,2528924,Composition 323 A; Composition 323 B,14394,Leo Records
