id,name,credit,songid,song,labelid,label
345100,Christopher Dell,2593462,2296141,Das Arbeitende Konzert | The Working Concert (Revision IV-V),141428,Edition Niehler Werft
1489574,Elisabeth Coudoux,2593462,2296141,Das Arbeitende Konzert | The Working Concert (Revision IV-V),141428,Edition Niehler Werft
1043257,Robert Landfermann,2593462,2296141,Das Arbeitende Konzert | The Working Concert (Revision IV-V),141428,Edition Niehler Werft
1281888,Christian Lillinger,2593462,2296141,Das Arbeitende Konzert | The Working Concert (Revision IV-V),141428,Edition Niehler Werft
603762,Jonas Westergaard,2593462,2296141,Das Arbeitende Konzert | The Working Concert (Revision IV-V),141428,Edition Niehler Werft
