id,name,credit,songid,song,labelid,label
10289,Camille Saint‐Saëns,1634302,1641235,Concerto pour violon n° 3 Op61; Havanaise Op83; Introduction & Rondo Capriccioso pour violon Op28,417,EMI Classics
446320,Augustin Dumay,1634302,1641235,Concerto pour violon n° 3 Op61; Havanaise Op83; Introduction & Rondo Capriccioso pour violon Op28,417,EMI Classics
404723,Orchestre Philharmonique de Monte‐Carlo,1634302,1641235,Concerto pour violon n° 3 Op61; Havanaise Op83; Introduction & Rondo Capriccioso pour violon Op28,417,EMI Classics
