id,name,credit,songid,song,labelid,label
533750,Oli Hayhurst,3031394,2705307,Meetings With Remarkable Saxophonists | Volume 3,30353,Matchless Recordings
312329,Eddie Prévost,3031394,2705307,Meetings With Remarkable Saxophonists | Volume 3,30353,Matchless Recordings
