id,name,credit,songid,song,labelid,label
1371992,SwuM.,2706689,2385332,On My Mind,3267,[no label]
1679088,middle school,2813021,2487230,Canary Forest,129000,Chillhop Records
1930311,Aviino,2813021,2487230,Canary Forest,129000,Chillhop Records
1930311,Aviino,2813051,2487243,Pick Me Up,129000,Chillhop Records
1679088,middle school,2813051,2487243,Pick Me Up,129000,Chillhop Records
1930311,Aviino,2813055,2487247,The Long Way Home,202639,Lo‐Fi Ranch
1679088,middle school,2813055,2487247,The Long Way Home,202639,Lo‐Fi Ranch
1679088,middle school,2813060,2487251,Will You Be Here Tomorrow?,3267,[no label]
159073,Mitchel Forman,2813060,2487251,Will You Be Here Tomorrow?,3267,[no label]
