id,name,credit,songid,song,labelid,label
2327,Johann Sebastian Bach,2355326,1939327,Concertos for Harpsichord & Strings ; Italian Concerto BWV 971,9786,Regis
1163105,St. James’ Baroque,2355326,1939327,Concertos for Harpsichord & Strings ; Italian Concerto BWV 971,9786,Regis
491757,Ivor Bolton,2355326,1939327,Concertos for Harpsichord & Strings ; Italian Concerto BWV 971,9786,Regis
