id,name,credit,songid,song,labelid,label
955088,Alkilados,2203877,1960951,Feeling Happy,152932,Villalon Creativo
48183,Carlos Vives,2376631,2118501,Déjame quererte,42595,Sony Music | Latin
1543740,Cholo Valderrama,2376631,2118501,Déjame quererte,42595,Sony Music | Latin
1443897,Cynthia Montaño,2376631,2118501,Déjame quererte,42595,Sony Music | Latin
1656585,Kombilesa Mi,2376631,2118501,Déjame quererte,42595,Sony Music | Latin
1435855,Velo de Oza,2376631,2118501,Déjame quererte,42595,Sony Music | Latin
