id,name,credit,songid,song,labelid,label
964887,Knut Eric Sundquist,1633328,1640557,Tundra,92034,Lawo Classics
32513,Robert Schumann,2717189,2395538,Schumann: Piano Quintet op. 44; Piano Quartet op. 47,92034,Lawo Classics
543505,Engegårdkvartetten,2717189,2395538,Schumann: Piano Quintet op. 44; Piano Quartet op. 47,92034,Lawo Classics
