id,name,credit,songid,song,labelid,label
1565356,月蝕會議,2763898,2438808,Death end re;Quest ODYSSIA SYMPHONIC TRANCE,143593,COMPILE HEART
1984300,杉浦勇紀,2763898,2438808,Death end re;Quest ODYSSIA SYMPHONIC TRANCE,143593,COMPILE HEART
