id,name,credit,songid,song,labelid,label
1860623,The Dualz,2746778,2422389,Mauerbluemchen 003,165129,Ton Töpferei
1117848,Nils Hoffmann,2746778,2422389,Mauerbluemchen 003,165129,Ton Töpferei
1444028,Koelle,2746778,2422389,Mauerbluemchen 003,165129,Ton Töpferei
1771079,Bongbeck,2746778,2422389,Mauerbluemchen 003,165129,Ton Töpferei
1608140,Ben Böhmer,2746778,2422389,Mauerbluemchen 003,165129,Ton Töpferei
1609039,Wood,2746778,2422389,Mauerbluemchen 003,165129,Ton Töpferei
2001452,Chuck Philipps,2746778,2422389,Mauerbluemchen 003,165129,Ton Töpferei
1771092,Ohne Alles,2746778,2422389,Mauerbluemchen 003,165129,Ton Töpferei
1771121,Braunholz,2746778,2422389,Mauerbluemchen 003,165129,Ton Töpferei
1027507,Lane 8,3108662,2776346,Bluebird / Duchess,121865,This Never Happened
1723365,Anderholm,3108662,2776346,Bluebird / Duchess,121865,This Never Happened
