id,name,credit,songid,song,labelid,label
34560,Модест Петрович Мусоргский,2957643,2639182,Pictures at an Exhibition; Romeo and Juliet,743,Deutsche Grammophon
11697,Сергей Сергеевич Прокофьев,2957643,2639182,Pictures at an Exhibition; Romeo and Juliet,743,Deutsche Grammophon
