id,name,isdone,spotifyid,genres,popularity,followers
1488195,Juhn,True,2LmcxBak1alK1bf7d1beTr,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",79.0,922634.0
456908,Belly,True,0FOWNUFHPnMy0vOw1siGqi,"['canadian hip hop', 'canadian trap', 'pop rap', 'rap', 'trap', 'trap soul']",67.0,221137.0
587302,Francis and the Lights,True,23EA28263XvtIrXuySX6oI,['alternative r&b'],55.0,144273.0
771871,Gesaffelstein,True,3hteYQFiMFbJY7wS0xDymP,"['dark clubbing', 'destroy techno']",74.0,433391.0
9491,Kenny G,True,6I3M904Y9IwgDjrQ9pANiB,"['smooth jazz', 'smooth saxophone']",67.0,854220.0
409514,Flosstradamus,True,2FmzVitXZjIkFolH8HXd4j,"['bass trap', 'edm', 'electro house', 'electronic trap', 'mashup', 'pop dance']",53.0,279985.0
1161624,Key!,True,2tMOCIpxj6jwM9e6pmwGiP,"['underground hip hop', 'vapor trap']",55.0,37022.0
188335,Andrew Watt,True,4olE3I5QU0dvSR7LIpqTXc,['modern alternative rock'],66.0,19667.0
1472625,Dzeko,True,5vQfv3s2Z2SRdPZKr82ABw,"['canadian electronic', 'electro house', 'pop edm']",65.0,56662.0
843915,Preme,True,0bdJZl7TDeiymDYzMJnVh2,"['canadian hip hop', 'canadian trap', 'pop rap', 'rap', 'toronto rap', 'trap', 'trap soul']",66.0,117990.0
1297770,Tyla Yaweh,True,1MXZ0hsGic96dWRDKwAwdr,"['cali rap', 'melodic rap', 'pop rap', 'rap', 'trap']",68.0,420437.0
48246,Tommy Lee,True,4b9L0p4cMof32XvjwT9YrX,['rock drums'],48.0,21036.0
1789872,Clever,True,5yy76ufVriyvidNSvXlRU1,['alabama rap'],66.0,64417.0
33616,Raekwon,True,2yQf6b8hxahZaT5dHlWaB1,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']",73.0,479116.0
368108,Far East Movement,True,698hF4vcwHwPy8ltmXermq,"['asian american hip hop', 'dance pop', 'edm', 'pop rap']",70.0,1086856.0
1313227,Maejor,True,3XcCT5MPlQPWFTJyzXbfuX,['detroit hip hop'],65.0,88712.0
1953368,GIVĒON,True,4fxd5Ee7UefO4CUXgwJ7IP,"['pop', 'r&b']",83.0,1961878.0
1754088,BloodPop®,True,1okJ4NC308qbtY9LyHn6DO,['electropop'],64.0,24771.0
1717598,Cordae,True,0huGjMyP507tBCARyzSkrv,"['dmv rap', 'hip hop', 'rap', 'trap']",76.0,1711486.0
20480,Nate Dogg,True,1Oa0bMld0A3u5OTYfMzp5h,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",81.0,1190435.0
787669,Skylar Grey,True,4utLUGcTvOJFr6aqIJtYWV,['piano rock'],74.0,512797.0
635890,Slaughterhouse,True,5rVbcJv0JRfhWLA3mgM73r,['southern hip hop'],51.0,335361.0
309381,Adam Levine,True,4bYPcJP5jwMhSivRcqie2n,[],78.0,931127.0
449323,Nate Ruess,True,1qUjOF5fzrpoNycD36b2jZ,['modern rock'],68.0,214212.0
49634,Styles P,True,2x8KDZdSONA3872CnhaAlX,"['alternative hip hop', 'battle rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",67.0,552276.0
15237,D12,True,5Qi4Bb7a8C0a00NZcA77L0,"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'rap rock', 'southern hip hop']",70.0,2197152.0
11979,Pharoahe Monch,True,5DKuVtlpDH0agZQUFDy8O7,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'queens hip hop']",57.0,198083.0
9760,Kid Rock,True,7dOBabd5O4CvKrg4iriHTM,"['alternative metal', 'nu metal']",71.0,1908453.0
1295330,Mozzy,True,4AA474G2hRfrHyGrfyDseO,"['cali rap', 'pop rap', 'rap', 'sacramento hip hop', 'southern hip hop', 'trap']",73.0,593527.0
253,Def Leppard,True,6H1RjVyNruCmrBEWRbD0VZ,"['album rock', 'glam metal', 'hard rock', 'nwobhm', 'rock']",72.0,3654267.0
678766,The Civil Wars,True,6J7rw7NELJUCThPbAfyLIE,"['acoustic pop', 'indie folk', 'neo mellow', 'new americana', 'stomp and holler']",62.0,787519.0
316477,Alison Krauss,True,5J6L7N6B4nI1M5cwa29mQG,"['bluegrass', 'folk', 'lilith', 'mellow gold', 'progressive bluegrass']",66.0,296551.0
76609,Eric Darken,True,0xm299liTAHEVJSdus8sbY,[],17.0,114.0
12264,Vince Gill,True,3IhWQSrLj8EJjdvjFTpCyo,"['country', 'country rock', 'oklahoma country']",64.0,438246.0
573008,Paula Fernandes,True,1nca3OA1kKCpP6aPJcBL92,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",62.0,1070790.0
345143,Brendon Urie,True,6eYFryfcEu3QSq59D62wZQ,[],68.0,99567.0
892157,HAIM,True,4Ui2kfOqGujY81UcPrb5KE,"['art pop', 'indie pop', 'metropopolis', 'pop rock']",70.0,1157397.0
1675897,Big Red Machine,True,7gXy60xRcwYujBFoYHnR2O,"['eau claire indie', 'folktronica', 'indie folk', 'indie pop']",61.0,124444.0
636099,Justin Moore,True,30e8DmahrEamvLbFRPdWmk,"['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",66.0,1505601.0
1061325,Tropkillaz,True,5bzWtCkjIAMgN93gLt56SO,"['afrofuturismo brasileiro', 'bass trap', 'electronic trap', 'funk carioca', 'pop nacional']",62.0,198743.0
1598373,Mc Zaac,True,76Xa625geVw0Q7BdyxNjA2,"['funk carioca', 'funk pop']",64.0,1594855.0
157557,DJ Nelson,True,2ydZrTy8U3kOMOzx20s3dg,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",78.0,884199.0
566619,Inna,True,2w9zwq3AktTeYYMuhMjju8,"['dance pop', 'romanian house', 'romanian pop']",74.0,1084022.0
1165408,Jencarlos Canela,True,3f4OfcNtgL9MLgiyOdIHC7,"['latin', 'latin pop']",53.0,199432.0
944893,Cris Cab,True,7vWBZm3sQ8yQvfV4nXxHXK,['indie pop rap'],50.0,67650.0
813904,Fuego,True,7wU2WGCJ8HxkekHHE2QLul,"['dominican pop', 'latin', 'latin hip hop', 'rap dominicano', 'reggaeton', 'reggaeton flow', 'trap latino']",73.0,233826.0
846139,Syko el Terror,True,7nxI6HWIyIEpPBcJwaXZxG,['reggaeton flow'],26.0,2452.0
1611342,Jeon,True,3ECsaSd1fom8coUUkkFzqt,['ritmo kombina'],51.0,8718.0
141284,Robin Thicke,True,0ZrpamOxcZybMHGg1AYtHP,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",68.0,1833279.0
1274706,Sofia Carson,True,7bp2lSdh12wcA8LyB1srfJ,"['dance pop', 'pop', 'post-teen pop', 'social media pop']",69.0,2795859.0
884234,Buxxi,True,08Cb5OwPZ7SrS19MNYaHqz,['electro latino'],53.0,50556.0
803882,Reykon,True,3PAwspMN27PDm81WwXDsMf,"['latin', 'latin hip hop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']",65.0,2812227.0
813900,Dragón y Caballero,True,4uRH0vTYaGWjG1MK8K8RPE,"['latin', 'latin pop', 'pop reggaeton', 'reggaeton colombiano']",50.0,483463.0
161507,Vein,True,3BnF35ARlp8mMeyXTjUZsr,[],37.0,1626.0
763515,Don Miguelo,True,1noWnd8QFQD9VLxWEeo4Zf,"['dembow', 'dominican pop', 'latin', 'latin hip hop', 'rap dominicano', 'reggaeton', 'trap latino', 'tropical']",61.0,196725.0
1492427,Chris Jeday,True,0qTZZWLzuD59Un5r1speHm,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",65.0,1770977.0
1383397,Sky,True,4axSNjwNJoWLJM6HPqxEzz,[],17.0,23.0
135345,m‐flo,True,4UhiMIdxKqQxmzdE9nYe6O,"['j-pop', 'japanese r&b']",50.0,295066.0
1307997,Ελένη Φουρέιρα,True,39E15l8zeCDYpSZwFNX4G2,"['greek pop', 'laiko']",57.0,180186.0
1386780,Mr Eazi,True,4TAoP0f9OuWZUesao43xUW,"['afro dancehall', 'afropop', 'ghanaian hip hop', 'nigerian pop', 'swedish dancehall']",70.0,639080.0
2016970,KEVVO,True,4QrBoWLm2WNlPdbFhmlaUZ,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",70.0,397883.0
759308,Chyno Miranda,True,1VrWc8r4AjrR8YfT0vlsc7,"['latin', 'latin pop', 'pop reggaeton']",54.0,1428729.0
1796319,Static & Ben El,True,0xHa28taiElkcQf9o3z76g,"['israeli pop', 'jewish pop']",60.0,352109.0
2160052,MACHETE,True,7Do8se3ZoaVqUt3woqqSrD,"['italian hip hop', 'trap italiana']",59.0,425585.0
338278,Fabri Fibra,True,7u710e44HW3K7A5eTnRqHC,"['italian hip hop', 'rap napoletano']",68.0,1140294.0
2217717,Totoy el Frío,True,5IYRfypwG9BDDh5ZRPI80z,['reggaeton colombiano'],69.0,14030.0
1754359,Natan & Shander,True,5OBK3iQwjNQqElPmn4TgAE,[],68.0,2445.0
1775544,Tokischa,True,2p4aN0Uxkk3iT3HK0cJ2cJ,"['dominican pop', 'rap latina', 'trap dominicano']",65.0,119585.0
1169762,RM,True,2auC28zjQyVTsiZKNgPRGs,['k-rap'],69.0,8687195.0
1169765,SUGA,True,5RmQ8k4l3HZ8JoPb4mNsML,['k-rap'],71.0,7702958.0
1983113,Jawsh 685,True,56mfhUDKa1vec6rSLZV5Eg,['nz pop'],70.0,104605.0
318723,Pusha T,True,0ONHkAv9pCAFxb0zJwDNTy,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'virginia hip hop']",77.0,2295848.0
175352,Charlie Wilson,True,6CxZzQFUTM6AzgluGwtq5w,"['contemporary r&b', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",64.0,884397.0
323048,Justice,True,1gR0gsQYfi6joyO1dlp76N,"['alternative dance', 'electro house', 'electronica', 'filter house', 'new rave']",64.0,1054854.0
194151,Malik Yusef,True,2hikCywT7dcTj6gt3jmsbD,['chicago rap'],35.0,2165.0
50128,Jamie Foxx,True,7LnaAXbDVIL75IVPnndf7w,"['contemporary r&b', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",72.0,927790.0
83943,Chris Martin,True,0LQoZQIV0mIs0y0XQb0Sw2,[],63.0,30375.0
685363,Roscoe Dash,True,0bfX8pF8kuHNCs57Ms4jZb,"['atl hip hop', 'futuristic swag', 'pop rap', 'southern hip hop', 'trap']",65.0,212818.0
168541,Estelle,True,5T0MSzX9RC5NA6gAI6irSn,"['neo soul', 'r&b']",70.0,235136.0
357692,Mr Hudson,True,1zV9UjTUevjp5VUddqIUUn,[],61.0,23576.0
434950,Kid Sister,True,3FTzn86WmApHmwBMGVSEXE,"['bmore', 'chicago rap']",24.0,15953.0
461247,Keri Hilson,True,63wjoROpeh5f11Qm93UiJ1,"['dance pop', 'hip pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']",71.0,1655436.0
726074,CyHi the Prynce,True,18HVMQsV3tINaTyzT5UIjH,"['atl hip hop', 'southern hip hop']",55.0,182414.0
59533,Swizz Beatz,True,1bJ1XNdhsVtmdD4TaCl2AY,[],6.0,137.0
2212,Mos Def,True,0Mz5XE0kb1GBnbLQm2VbcO,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']",69.0,1182950.0
307148,Ryan Leslie,True,3aTMDZLtkFlYQfQL7bzccp,"['r&b', 'urban contemporary']",49.0,161442.0
3219,Common,True,2GHclqNVjqGuiE5mA7BEoc,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'neo soul', 'political hip hop', 'rap']",68.0,792409.0
14869,Curtis Mayfield,True,2AV6XDIs32ofIJhkkDevjm,"['chicago soul', 'classic soul', 'funk', 'soul']",64.0,905726.0
43129,Talib Kweli,True,0lEssBAxQl2In4RpaB1C2Y,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'southern hip hop']",61.0,507002.0
582113,N.A.S.A.,True,07WjVPM79OGQLOZ1jfUVk9,[],37.0,22999.0
596635,Santigold,True,6Jrxnp0JgqmeUX1veU591p,"['alternative dance', 'electropop', 'escape room', 'new rave']",62.0,631638.0
34409,Jadakiss,True,5pnbUBPifNnlusY8kTBivi,"['battle rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap']",71.0,879103.0
11387,Jermaine Dupri,True,6nfYGe7IIuuP5bMY1jkJP6,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop']",62.0,346571.0
35629,Fabolous,True,0YWxKQj2Go9CGHCp77UOyy,"['dance pop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'trap', 'urban contemporary']",72.0,2167151.0
873735,Vic Mensa,True,27w1NoOLMX7tJMYqcetPyG,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",67.0,576982.0
1625,KRS‐One,True,2gINJ8xw86xawPyGvx1bla,"['alternative hip hop', 'bronx hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop', 'rap', 'turntablism']",59.0,517455.0
9488,Rakim,True,3PyWEKLWI0vHPmoNrIX0QE,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",61.0,676636.0
611634,Theophilus London,True,3Y5ds8sBjEF2WpHBw4sErI,[],3.0,11.0
32265,RZA,True,4iCwCMnqsNZ6atvRiADgtn,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop']",69.0,426525.0
493,Busta Rhymes,True,1YfEcTuGvBQ8xSD1f53UnK,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",76.0,2005357.0
50270,Twista,True,6vbY3hOaCAhC7VjucswgdS,"['chicago rap', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'trap', 'urban contemporary']",72.0,808360.0
118716,Keyshia Cole,True,1vfezMIyCr4XUdYRaKIKi3,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",69.0,2885529.0
805795,BJ the Chicago Kid,True,07d5etnpjriczFBB8pxmRe,"['alternative r&b', 'chicago rap', 'hip hop', 'indie r&b', 'indie soul', 'neo soul', 'r&b', 'underground hip hop']",67.0,387155.0
11660,Cam’ron,True,7iMvwE8qANp3aIfAGKEAwS,"['battle rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'harlem hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",65.0,564707.0
980076,FKA twigs,True,6nB0iY1cjSY1KyhYyuIIKH,"['afrofuturism', 'art pop', 'dance pop', 'escape room', 'experimental r&b', 'pop', 'trip hop']",74.0,994932.0
765093,Teyana Taylor,True,4ULO7IGI3M2bo0Ap7B9h8a,"['alternative r&b', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",66.0,1379081.0
359754,Trae,True,49vCIUW46QY3L5vo1xVFoy,"['dirty south rap', 'gangster rap', 'houston rap', 'rap', 'southern hip hop', 'trap']",56.0,214983.0
229230,Z‐Ro,True,6MrdwyCIKbpXmTKQBlG3uq,"['chopped and screwed', 'dirty south rap', 'gangster rap', 'houston rap', 'southern hip hop']",60.0,544092.0
228106,Paul Wall,True,0k7Xl1pqI3tu8sSEjo5oEg,"['chopped and screwed', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",66.0,658841.0
147714,Slim Thug,True,0st5vgzw9XkH5ALJiUM1lE,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",64.0,749422.0
1721044,Ala Jaza,True,3t3hIeMUcwqWaEVpEox5QW,"['dominican pop', 'latin', 'merengue']",50.0,115077.0
1738026,Lyanno,True,1Ts9of7VPZElwPQnqnDSfW,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",78.0,572880.0
177505,Tito “El Bambino”,True,5fJsY7afrbsyzJj9wdzJMh,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",70.0,2956217.0
1079250,Eloy,True,0eet2VBconGGtNYJ0CBgHu,['reggaeton flow'],51.0,31115.0
901566,"Galante ""El Emperador""",True,5SYAaCKEVYhN3RDSDKUTJn,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",40.0,168578.0
148106,Dálmata,True,3jGlU8UMMo44I2xeLQ6FD3,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",63.0,1206972.0
1351889,Darkiel,True,4z19QMyPVRwbd4Fs2LisBa,"['reggaeton', 'reggaeton flow', 'trap latino']",68.0,985355.0
1529315,Oco Yajé,True,3ADgI6bSfJKBLuejBJk2Qy,[],0.0,1.0
879453,Pipe Calderón,True,50TqpjP2iRI4hR1wCfVj3w,"['reggaeton', 'reggaeton colombiano']",55.0,77454.0
1538180,Super Yei,True,6HqgxkTt9KGyt27zYrwVan,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",68.0,328684.0
379520,Plan B,True,2jSGzJw0ebJLu7OLVSOcBP,"['latin', 'reggaeton', 'trap latino']",78.0,1639859.0
148110,Trébol Clan,True,3YXpTiyVmYCfANOlnWv6vr,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",63.0,1289998.0
696841,Jowell,True,6TASDj2ogOKQptnxgEvrcP,"['latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow']",55.0,120849.0
1176689,LunchMoney Lewis,True,2iUbk5KhZYZt4CRvWbwb7S,['miami hip hop'],59.0,87680.0
157814,Baby Rasta & Gringo,True,3IEvQoAohcGX7CdrbtIle7,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'salsa choke', 'trap latino']",65.0,2467337.0
1559317,Young Izak,True,3gB5SY4ny6rCqy9OAEpPD6,['reggaeton flow'],28.0,11846.0
1403534,Clandestino & Yailemm,True,62nI6AYd7LkBD9JAufr7yi,['reggaeton flow'],39.0,62818.0
1569736,Gustavo Elis,True,2MmmFlTRNXxmrat4kdglT4,['pop reggaeton'],48.0,86223.0
1918032,J. Rey Soul,True,1OB278sOZVSFx5vXqYha83,[],61.0,5419.0
1489817,Miky Woodz,True,1pf0MPKfKdvS8J779mS1Ay,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",75.0,2588417.0
866601,Juno the Hitmaker,True,724qFzA7dpo9nrjpOtZaJf,"['latin hip hop', 'reggaeton', 'reggaeton flow']",31.0,49373.0
148109,Ñejo,True,2OHKEe204spO7G7NcbeO2o,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",73.0,2891304.0
1949381,Omy de Oro,True,65jIUih0ZeTUJhSTRuYxpi,"['reggaeton', 'reggaeton flow', 'trap latino']",67.0,158730.0
1578031,Soolking,True,0GgY7hjMoGDsX8ZDe2mwds,"['francoton', 'french hip hop', 'pop urbaine', 'rap algerien', 'rap tunisien']",72.0,3035695.0
2094779,Morad,True,4az97MtWmBQ5Db3GfDh9j9,"['drill espanol', 'urbano espanol']",79.0,840152.0
1395084,Afro B,True,7oMRcCu0OYSCtCyS3P37iC,"['afroswing', 'dancehall', 'uk dancehall']",60.0,160393.0
835442,Gotay el Auténtiko,True,6ieK9Ddas29reReO60on3o,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",63.0,511064.0
1294761,DJDS,True,0orEyXhG0KnPEDVgpctNJI,['la pop'],42.0,12738.0
955561,Empress Of,True,5QuBVnBPEzwYvFrgBbwpmU,"['art pop', 'electropop', 'escape room', 'etherpop', 'shiver pop']",58.0,101539.0
1345544,Charlotte Day Wilson,True,3GQboECxDT1xqPPWC30p7v,"['alternative r&b', 'canadian contemporary r&b', 'indie r&b', 'indie soul', 'neo soul']",65.0,189482.0
1306040,Tayla Parx,True,1LzWWI9v4UKdbBgz8fqi15,['alternative r&b'],48.0,95329.0
1109430,GoldLink,True,5XenQ7XfcvQdfIbpLEFaKQ,"['alternative r&b', 'dmv rap', 'hip hop', 'indie soul', 'pop', 'r&b', 'rap', 'underground hip hop']",70.0,779061.0
1540740,Sabrina Claudio,True,30DhU7BDmF4PH0JVhu8ZRg,"['alternative r&b', 'chill r&b', 'pop', 'r&b']",68.0,1303688.0
2153287,WATTS,True,4B3aifxHtpcKHuNi12lmSt,[],55.0,6774.0
1252501,SG Lewis,True,0GG2cWaonE4JPrjcCCQ1EG,"['alternative r&b', 'indie soul', 'uk dance', 'vapor soul']",68.0,279637.0
1066705,Davido,True,0Y3agQaa6g2r0YmHPOO9rh,"['afropop', 'ghanaian hip hop', 'nigerian pop']",70.0,1161157.0
1968749,Tems,True,687cZJR45JO7jhk1LHIbgq,"['afro r&b', 'alte', 'nigerian pop', 'r&b']",74.0,395462.0
1972704,Priviet,True,72Wh6VHXfOlHjEjEthUKtK,[],0.0,12.0
1506168,Ronny J,True,3TKCdsX8yNNoiC1gesn6or,"['melodic rap', 'miami hip hop', 'underground hip hop', 'vapor trap']",55.0,360903.0
1205352,Keith Ape,True,6f9bmfkqiYbhCtdAZsv7KI,"['korean trap', 'underground hip hop']",57.0,281700.0
35,Cat Power,True,35qUXFIuUScihB4jOHW0Kk,[],10.0,336.0
38639,E.S. Posthumus,True,1CqW2UkLsaZvByLwkOaNsH,"['bow pop', 'epicore']",44.0,59655.0
744692,Mikky Ekko,True,1buzCmyYZE4kcdLRudsb8V,['nashville indie'],68.0,125359.0
30038,Memphis Bleek,True,4jWzNq3sdzSpqn7BnzvIKn,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'rap', 'southern hip hop']",56.0,299336.0
39320,Bounty Killer,True,6UuT0BJZ9vF8Y1sxXnJl2s,"['dancehall', 'lovers rock', 'old school dancehall', 'reggae fusion']",55.0,178194.0
125446,Vybz Kartel,True,2NUz5P42WqkxilbI8ocN76,"['dancehall', 'reggae fusion']",67.0,934373.0
1599861,HUNCHO JACK,True,6extd4B6hl8VTmnlhpl2bY,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",62.0,972212.0
59735,Mad Cobra,True,56MDhktp7hO6MqKCS9rSXT,"['dancehall', 'old school dancehall', 'reggae fusion', 'riddim']",48.0,64096.0
1013733,Rich Homie Quan,True,5lHRUCqkQZCIWeX7xG4sYT,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",69.0,2516079.0
445012,Hudson Mohawke,True,6olWbKW2VLhFCHfOi0iEDb,"['purple sound', 'scottish electronic', 'scottish hip hop', 'uk bass', 'uk experimental electronic', 'wonky']",50.0,115228.0
1039406,Tinashe,True,0NIIxcxNHmOoyBx03SfTCD,"['alternative r&b', 'dance pop', 'electropop', 'hip pop', 'metropopolis', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",75.0,2306540.0
2053574,HVME,True,2o08sCWF5yyo2G4DCiT7T9,['slap house'],73.0,48841.0
1945330,Erica Banks,True,2SXhbucehn00OBVKhzxDyM,['trap queen'],61.0,60540.0
679159,K.Flay,True,0pCNk4D3E2xtszsm6hMsWr,"['electropop', 'escape room', 'hip pop', 'modern rock', 'pop', 'rock']",74.0,470628.0
34697,Elisa,True,2ARH58Hit3yC6ziGdhma23,"['italian adult pop', 'italian pop']",72.0,952306.0
699187,PJ Morton,True,2FMOHE79X98yptp4RpPrt7,"['indie soul', 'neo soul', 'r&b', 'urban contemporary']",65.0,176307.0
1566722,Angèle,True,3QVolfxko2UyCOtexhVTli,"['belgian pop', 'variete francaise']",76.0,2188714.0
1192194,Prakriti Kakar,True,59pq5Vw16UDkR9txoPKv86,['modern bollywood'],59.0,30656.0
1667047,Silk City,True,2X97ZAqRKRMYFIDqtvGgGc,['edm'],62.0,75981.0
1376930,Hwa Sa,True,2x328mPRm6fc1nkqEvyrFF,"['k-pop', 'korean mask singer']",68.0,25.0
861492,The Blessed Madonna,True,4TvhRzxIL1le2PWCeUqxQw,[],65.0,21818.0
1583,Kelis,True,0IF46mUS8NXjgHabxk2MCM,"['dance pop', 'electropop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",68.0,473334.0
108184,Dizzee Rascal,True,0gusqTJKxtU1UTmNRMHZcv,"['bassline', 'grime', 'house', 'instrumental grime', 'pop rap']",67.0,390876.0
435138,Example,True,6Vh6UDWfu9PUSXSzAaB3CW,"['hip house', 'house', 'pop dance', 'tropical house']",64.0,294297.0
632917,Florence Welch,True,0IROOdQ2fQUcoaEPqt1Isg,['uk pop'],59.0,23653.0
689791,Nicky Romero,True,5ChF3i92IPZHduM7jN3dpg,"['big room', 'dance pop', 'dutch edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",69.0,2151947.0
662332,Hurts,True,3w4VAlllkAWI6m0AV0Gn6a,"['metropopolis', 'neo-synthpop']",62.0,354144.0
33277,Pete Tong,True,6n1t55WMsSIUFHrAL4mUsB,['disco house'],57.0,150965.0
1336733,Tom Grennan,True,5SHxzwjek1Pipl1Yk11UHv,"['modern rock', 'uk pop']",74.0,312680.0
336050,JD Davis,True,4S1P19bTfbDVjEA8Hxs4Cj,[],46.0,755.0
135599,Steve Angello,True,4FqPRilb0Ja0TKG3RS3y4s,"['disco house', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house']",61.0,562079.0
241941,Sebastian Ingrosso,True,6hyMWrxGBsOx6sWcVj1DqP,"['dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",65.0,922084.0
186459,Vassy,True,7HqEmV7FeCi16bQyHMpIrF,['australian dance'],62.0,32003.0
458753,Che’Nelle,True,7zVOa12T0RhNRzpbwZ4OCt,['j-pop'],59.0,321459.0
1054713,Max Elto,True,3YvItMA9raEv1Im7sclgDK,[],37.0,8326.0
1143013,Sam Martin,True,66AE89GQTx88zLYhXn1wFK,[],63.0,16590.0
12204,安室奈美恵,True,4BmWSGKG6HiYvLuJvZ9afa,"['classic j-pop', 'j-pop', 'okinawan pop']",62.0,1101636.0
134370,Cedric Gervais,True,4Wjf8diP59VmPG7fi4y724,"['edm', 'electro house', 'house', 'progressive house']",68.0,95514.0
638368,MORTEN,True,19HFRWmRCl27kTk6LeqAO8,"['danish electronic', 'scandipop']",68.0,68124.0
1344219,Lovespeake,True,0svmVqwlzmbBfwofH6uGbk,"['norwegian indie', 'norwegian pop']",59.0,4088.0
1494212,Brooks,True,4mHAu7NX2UNsnGXjviBD9e,"['edm', 'electro house', 'future house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house']",62.0,306295.0
1247518,Anne‐Marie,True,1zNqDE7qDGCsyzJwohVaoX,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",82.0,9211132.0
