id,name,credit,songid,song,labelid,label
1338334,Steffany Gretzinger,3083626,2758191,Defender (Neon Feather remix),164770,Curb | Word
1338334,Steffany Gretzinger,3083626,2758193,Defender (single version),164770,Curb | Word
