id,name,credit,songid,song,labelid,label
21361,Béla Bartók,2509360,2235526,Bartók / Stravinsky / Shostakovich,21198,KOCH Schwann
10093,Дмитрий Дмитриевич Шостакович,2509360,2235526,Bartók / Stravinsky / Shostakovich,21198,KOCH Schwann
456610,Raphael Hillyer,2509360,2235526,Bartók / Stravinsky / Shostakovich,21198,KOCH Schwann
240716,Reinbert de Leeuw,2509360,2235526,Bartók / Stravinsky / Shostakovich,21198,KOCH Schwann
10341,Claude Debussy,2403122,1334352,Modern Times,21086,Conifer Records
10341,Claude Debussy,2403122,1334352,Modern Times,28530,The Times
12439,Benjamin Britten,2403122,1334352,Modern Times,21086,Conifer Records
12439,Benjamin Britten,2403122,1334352,Modern Times,28530,The Times
15747,Richard Wagner,1166278,7024,"The Sheffield Leinsdorf Sessions, Volume II",3025,Sheffield Lab
49273,Los Angeles Philharmonic,1166278,7024,"The Sheffield Leinsdorf Sessions, Volume II",3025,Sheffield Lab
3857,Erich Leinsdorf,1166278,7024,"The Sheffield Leinsdorf Sessions, Volume II",3025,Sheffield Lab
12181,Johannes Brahms,972797,82702,Violin Concertos,1546,Sony Classical
12181,Johannes Brahms,972797,82702,Violin Concertos,743,Deutsche Grammophon
12181,Johannes Brahms,972797,82702,Violin Concertos,1546,Sony Classical
12181,Johannes Brahms,972797,82702,Violin Concertos,1546,Sony Classical
359975,Hilary Hahn,972797,82702,Violin Concertos,1546,Sony Classical
359975,Hilary Hahn,972797,82702,Violin Concertos,743,Deutsche Grammophon
359975,Hilary Hahn,972797,82702,Violin Concertos,1546,Sony Classical
359975,Hilary Hahn,972797,82702,Violin Concertos,1546,Sony Classical
118465,Academy of St Martin in the Fields,972797,82702,Violin Concertos,1546,Sony Classical
118465,Academy of St Martin in the Fields,972797,82702,Violin Concertos,743,Deutsche Grammophon
118465,Academy of St Martin in the Fields,972797,82702,Violin Concertos,1546,Sony Classical
118465,Academy of St Martin in the Fields,972797,82702,Violin Concertos,1546,Sony Classical
22389,Sir Neville Marriner,972797,82702,Violin Concertos,1546,Sony Classical
22389,Sir Neville Marriner,972797,82702,Violin Concertos,743,Deutsche Grammophon
22389,Sir Neville Marriner,972797,82702,Violin Concertos,1546,Sony Classical
22389,Sir Neville Marriner,972797,82702,Violin Concertos,1546,Sony Classical
1075490,Charles-Ferdinand Ramuz,1259153,1334715,L'histoire du soldat / Renard,1225,Erato
1075490,Charles-Ferdinand Ramuz,1259153,1334715,L'histoire du soldat / Renard,24292,Apex
166494,Charles Dutoit,1259153,1334715,L'histoire du soldat / Renard,1225,Erato
166494,Charles Dutoit,1259153,1334715,L'histoire du soldat / Renard,24292,Apex
45435,Leoš Janáček,1315714,1378342,Deutsche Grammophon Collection: Janáček: Glagolitic Mass / Stravinsky: Symphony of Psalms,35008,Altaya
260278,Symphonieorchester des Bayerischen Rundfunks,1315714,1378342,Deutsche Grammophon Collection: Janáček: Glagolitic Mass / Stravinsky: Symphony of Psalms,35008,Altaya
414267,Chor der Deutschen Oper Berlin,1315714,1378342,Deutsche Grammophon Collection: Janáček: Glagolitic Mass / Stravinsky: Symphony of Psalms,35008,Altaya
64981,Berliner Philharmoniker,1315714,1378342,Deutsche Grammophon Collection: Janáček: Glagolitic Mass / Stravinsky: Symphony of Psalms,35008,Altaya
290346,Rafael Kubelík,1315714,1378342,Deutsche Grammophon Collection: Janáček: Glagolitic Mass / Stravinsky: Symphony of Psalms,35008,Altaya
10239,Herbert von Karajan,1315714,1378342,Deutsche Grammophon Collection: Janáček: Glagolitic Mass / Stravinsky: Symphony of Psalms,35008,Altaya
21361,Béla Bartók,895068,1026025,Bartok: Divertimento / Berg: Lyric Suite / Stravinsky: Apollon Musagète (Camarata Academica Salzburg feat. conductor: Sándor Végh),7360,Capriccio
47856,Alban Berg,895068,1026025,Bartok: Divertimento / Berg: Lyric Suite / Stravinsky: Apollon Musagète (Camarata Academica Salzburg feat. conductor: Sándor Végh),7360,Capriccio
23385,Carl Nielsen,1007522,657329,"Stravinsky: The Rite of Spring / Nielsen: Symphony No. 5, Op. 50",2422,Telarc
353965,Cincinnati Symphony Orchestra,1007522,657329,"Stravinsky: The Rite of Spring / Nielsen: Symphony No. 5, Op. 50",2422,Telarc
288343,Paavo Järvi,1007522,657329,"Stravinsky: The Rite of Spring / Nielsen: Symphony No. 5, Op. 50",2422,Telarc
34560,Модест Петрович Мусоргский,976560,208738,Mussorgsky – Stokowski: Pictures at an Exhibition / Stravinsky: The Firebird Suite / Scriabin: Le Poème de l’extase,426,London Records
34560,Модест Петрович Мусоргский,976560,208738,Mussorgsky – Stokowski: Pictures at an Exhibition / Stravinsky: The Firebird Suite / Scriabin: Le Poème de l’extase,426,London Records
