id,name,credit,songid,song,labelid,label
34491,Felix Mendelssohn,2763042,2438054,"Mendelssohn & Ravel; Warsaw Symphony, Bruno Grynspan",-1,
10211,Maurice Ravel,2763042,2438054,"Mendelssohn & Ravel; Warsaw Symphony, Bruno Grynspan",-1,
2012161,Warsaw Symphony,2763042,2438054,"Mendelssohn & Ravel; Warsaw Symphony, Bruno Grynspan",-1,
