id,name,credit,songid,song,labelid,label
347,Nine Inch Nails,984759,819911,NIN|JA 2009 Tour Sampler,3267,[no label]
1577,Jane’s Addiction,984759,819911,NIN|JA 2009 Tour Sampler,3267,[no label]
