id,name,credit,songid,song,labelid,label
15697,Vincenzo Bellini,2016873,1091796,I Capuleti e i Montecchi,33278,Nota Blu
3248,Luciano Pavarotti,2016873,1091796,I Capuleti e i Montecchi,33278,Nota Blu
454179,Nicola Zaccaria,2016873,1091796,I Capuleti e i Montecchi,33278,Nota Blu
353642,Coro del Teatro Comunale di Bologna,2016873,1091796,I Capuleti e i Montecchi,33278,Nota Blu
434944,Residentie Orkest,2016873,1091796,I Capuleti e i Montecchi,33278,Nota Blu
238352,Claudio Abbado,2016873,1091796,I Capuleti e i Montecchi,33278,Nota Blu
165017,Giacomo Meyerbeer,2264721,480385,Le Prophète (Torino 1970),28737,Myto Records
245961,Marilyn Horne,2264721,480385,Le Prophète (Torino 1970),28737,Myto Records
238337,Nicolai Gedda,2264721,480385,Le Prophète (Torino 1970),28737,Myto Records
662124,Henry Lewis,2264721,480385,Le Prophète (Torino 1970),28737,Myto Records
