id,name,credit,songid,song,labelid,label
1984300,杉浦勇紀,2763898,2438808,Death end re;Quest ODYSSIA SYMPHONIC TRANCE,143593,COMPILE HEART
1057341,田中清司,2763898,2438808,Death end re;Quest ODYSSIA SYMPHONIC TRANCE,143593,COMPILE HEART
