id,name,credit,songid,song,labelid,label
1524685,Boni y Kelly,2183180,1945639,Ella es un abuso (remix),151382,BNK Production
1007808,Descemer Bueno,2293018,2043716,Nos fuimos lejos (tropical version),42595,Sony Music | Latin
3113,Enrique Iglesias,2293018,2043716,Nos fuimos lejos (tropical version),42595,Sony Music | Latin
