id,name,credit,songid,song,labelid,label
38418,Maurice Duruflé,1429669,1490021,Duruflé: Requiem; De Massini: Choral Works / Cambridge,67137,Herald
1198864,Ian De Massini,1429669,1490021,Duruflé: Requiem; De Massini: Choral Works / Cambridge,67137,Herald
