id,name,credit,songid,song,labelid,label
1545170,SoLaMi♡SMILE,2052039,1843646,プリパラソング♪コレクション 1stステージ DX,91493,avex pictures
1545172,TRiANGLE,2052039,1843646,プリパラソング♪コレクション 1stステージ DX,91493,avex pictures
1545174,DressingPafé,2052039,1843646,プリパラソング♪コレクション 1stステージ DX,91493,avex pictures
1545177,Gaarmageddon,2052039,1843646,プリパラソング♪コレクション 1stステージ DX,91493,avex pictures
1145726,茜屋日海夏,2052039,1843646,プリパラソング♪コレクション 1stステージ DX,91493,avex pictures
1026154,芹澤優,2052039,1843646,プリパラソング♪コレクション 1stステージ DX,91493,avex pictures
1179488,田中美海,2052039,1843646,プリパラソング♪コレクション 1stステージ DX,91493,avex pictures
1145709,山北早紀,2052039,1843646,プリパラソング♪コレクション 1stステージ DX,91493,avex pictures
1145729,澁谷梓希,2052039,1843646,プリパラソング♪コレクション 1stステージ DX,91493,avex pictures
1105236,若井友希,2052039,1843646,プリパラソング♪コレクション 1stステージ DX,91493,avex pictures
274903,牧野由依,2052039,1843646,プリパラソング♪コレクション 1stステージ DX,91493,avex pictures
1098832,渡部優衣,2052039,1843646,プリパラソング♪コレクション 1stステージ DX,91493,avex pictures
40270,真田アサミ,2052039,1843646,プリパラソング♪コレクション 1stステージ DX,91493,avex pictures
1740658,近江彼方,2864069,2536130,Butterfly / Solitude Rain / VIVID WORLD,2519,Lantis
1740658,近江彼方,2864069,2536130,Butterfly / Solitude Rain / VIVID WORLD,2519,Lantis
1740658,近江彼方,2864069,2536130,Butterfly / Solitude Rain / VIVID WORLD,2519,Lantis
1579823,鬼頭明里,2864069,2536130,Butterfly / Solitude Rain / VIVID WORLD,2519,Lantis
1579823,鬼頭明里,2864069,2536130,Butterfly / Solitude Rain / VIVID WORLD,2519,Lantis
1579823,鬼頭明里,2864069,2536130,Butterfly / Solitude Rain / VIVID WORLD,2519,Lantis
1740654,桜坂しずく,2864069,2536130,Butterfly / Solitude Rain / VIVID WORLD,2519,Lantis
1740654,桜坂しずく,2864069,2536130,Butterfly / Solitude Rain / VIVID WORLD,2519,Lantis
1740654,桜坂しずく,2864069,2536130,Butterfly / Solitude Rain / VIVID WORLD,2519,Lantis
1734534,前田佳織里,2864069,2536130,Butterfly / Solitude Rain / VIVID WORLD,2519,Lantis
1734534,前田佳織里,2864069,2536130,Butterfly / Solitude Rain / VIVID WORLD,2519,Lantis
1734534,前田佳織里,2864069,2536130,Butterfly / Solitude Rain / VIVID WORLD,2519,Lantis
1740655,朝香果林,2864069,2536130,Butterfly / Solitude Rain / VIVID WORLD,2519,Lantis
1740655,朝香果林,2864069,2536130,Butterfly / Solitude Rain / VIVID WORLD,2519,Lantis
1740655,朝香果林,2864069,2536130,Butterfly / Solitude Rain / VIVID WORLD,2519,Lantis
1311846,らぁら,3022768,2697698,プリパラ アイドルソング コレクション,91493,avex pictures
1381245,南みれぃ,3022768,2697698,プリパラ アイドルソング コレクション,91493,avex pictures
1381238,北条そふぃ,3022768,2697698,プリパラ アイドルソング コレクション,91493,avex pictures
1145726,茜屋日海夏,3022768,2697698,プリパラ アイドルソング コレクション,91493,avex pictures
1026154,芹澤優,3022768,2697698,プリパラ アイドルソング コレクション,91493,avex pictures
