id,name,credit,songid,song,labelid,label
627309,高垣彩陽,1370798,883313,機動戦士ガンダム00 Voice Actor Single 6 - 高垣彩陽 come across フェルト・グレイス | 祈り†/Justice,-1,
627309,高垣彩陽,1370798,883313,機動戦士ガンダム00 Voice Actor Single 6 - 高垣彩陽 come across フェルト・グレイス | 祈り†/Justice,16254,flying DOG
