id,name,credit,songid,song,labelid,label
1821470,Yang Yang,3092904,2762668,The Psalms Of Taciturnity | The Butterfly Lovers,94533,Accentus Music
96496,東京フィルハーモニー交響楽団,3092904,2762668,The Psalms Of Taciturnity | The Butterfly Lovers,94533,Accentus Music
