id,name,credit,songid,song,labelid,label
1007808,Descemer Bueno,2293016,2043713,Nos fuimos lejos (Romanian version),42595,Sony Music | Latin
3113,Enrique Iglesias,2293016,2043713,Nos fuimos lejos (Romanian version),42595,Sony Music | Latin
974869,El Micha,2293016,2043713,Nos fuimos lejos (Romanian version),42595,Sony Music | Latin
