id,name,credit,songid,song,labelid,label
347,Nine Inch Nails,984759,819911,NIN|JA 2009 Tour Sampler,3267,[no label]
605711,Street Sweeper Social Club,984759,819911,NIN|JA 2009 Tour Sampler,3267,[no label]
