id,name,credit,songid,song,labelid,label
84679,György Ligeti,2647619,2335073,Ligeti | Banda Linda,126121,Megadisc Classics
779553,Jan Michiels,2647619,2335073,Ligeti | Banda Linda,126121,Megadisc Classics
