id,name,credit,songid,song,labelid,label
935228,Charlotte Balzereit,1067574,1203771,Six Harp Sonatas,1802,Arte Nova Classics
588549,Neubrandenburger Philharmonie,1339795,1129079,Bassoon Concertos,198,Naxos
857493,Nicolás Pasquet,1339795,1129079,Bassoon Concertos,198,Naxos
860020,Albrecht Holder,1339795,1129079,Bassoon Concertos,198,Naxos
31839,Joseph Haydn,1339804,745173,Horn Concertos,376,TELDEC
236008,Franz Danzi,1339804,745173,Horn Concertos,376,TELDEC
1014978,Concerto Amsterdam,1339804,745173,Horn Concertos,376,TELDEC
535037,Jaap Schröder,1339804,745173,Horn Concertos,376,TELDEC
628356,Hermann Baumann,1339804,745173,Horn Concertos,376,TELDEC
1112439,Zdeněk Divoký,1364872,1397467,Horn Concertos,93741,Rosa
290356,Česká filharmonie,1364872,1397467,Horn Concertos,93741,Rosa
891114,Ondřej Kukal,1364872,1397467,Horn Concertos,93741,Rosa
460166,Joseph Fiala,1515779,1552495,Czech Horn Concertos,198,Naxos
756896,František Xaver Pokorný,1515779,1552495,Czech Horn Concertos,198,Naxos
266317,Capella Istropolitana,1515779,1552495,Czech Horn Concertos,198,Naxos
937010,František Vajnar,1515779,1552495,Czech Horn Concertos,198,Naxos
917014,Zdeněk Tylšar,1515779,1552495,Czech Horn Concertos,198,Naxos
917015,Bedřich Tylšar,1515779,1552495,Czech Horn Concertos,198,Naxos
1348063,Nataša Veljković,2025175,1825513,Piano Concerto / Two Symphonies,1477,Classic Produktion Osnabrück
588171,Südwestdeutsches Kammerorchester Pforzheim,2025175,1825513,Piano Concerto / Two Symphonies,1477,Classic Produktion Osnabrück
548035,Johannes Moesus,2025175,1825513,Piano Concerto / Two Symphonies,1477,Classic Produktion Osnabrück
1527687,Kurt W. Meier,2025181,1825514,Oboe Concertos / Symphonies,1477,Classic Produktion Osnabrück
404731,Zürcher Kammerorchester,2025181,1825514,Oboe Concertos / Symphonies,1477,Classic Produktion Osnabrück
548035,Johannes Moesus,2025181,1825514,Oboe Concertos / Symphonies,1477,Classic Produktion Osnabrück
1500317,Sarah Willis,2025184,1825515,Horn Concertos,1477,Classic Produktion Osnabrück
1397975,Klaus Wallendorf,2025184,1825515,Horn Concertos,1477,Classic Produktion Osnabrück
476821,Kurpfälzisches Kammerorchester,2025184,1825515,Horn Concertos,1477,Classic Produktion Osnabrück
548035,Johannes Moesus,2025184,1825515,Horn Concertos,1477,Classic Produktion Osnabrück
1027642,Anton Steck,2025261,1825567,Violin Concertos / Symphonies,1477,Classic Produktion Osnabrück
476821,Kurpfälzisches Kammerorchester,2025261,1825567,Violin Concertos / Symphonies,1477,Classic Produktion Osnabrück
548035,Johannes Moesus,2025261,1825567,Violin Concertos / Symphonies,1477,Classic Produktion Osnabrück
37382,Antonio Salieri,2025734,1825759,Italian Oboe Concertos,198,Naxos
460168,Giovanni Benedetto Platti,2025734,1825759,Italian Oboe Concertos,198,Naxos
1454190,Carlo Besozzi,2025734,1825759,Italian Oboe Concertos,198,Naxos
469381,Anthony Camden,2025734,1825759,Italian Oboe Concertos,198,Naxos
476955,City of London Sinfonia,2025734,1825759,Italian Oboe Concertos,198,Naxos
429144,Nicholas Ward,2025734,1825759,Italian Oboe Concertos,198,Naxos
444300,Concerto Köln,2025750,1825780,8 Symphonies,24292,Apex
444300,Concerto Köln,2025750,2417944,"Symphonies, vol. II",376,TELDEC
403400,Christine Schornsheim,2025993,1825894,Concertos,7360,Capriccio
476856,Burkhard Glaetzner,2025993,1825894,Concertos,7360,Capriccio
1090796,Berliner Barock-Compagney,2025993,1825894,Concertos,7360,Capriccio
454570,Radek Baborák,2026010,1825902,Horn Concertos,1802,Arte Nova Classics
548035,Johannes Moesus,2026010,1825902,Horn Concertos,1802,Arte Nova Classics
960037,Bayerische Kammerphilharmonie,2026010,1825902,Horn Concertos,1802,Arte Nova Classics
1528315,Arioso-Quartett,2026022,1825912,"String Quartets, op. 6, Nos. 1-6",1477,Classic Produktion Osnabrück
1080293,Bruno Meier,2026060,1825942,Flötenkonzerte,1522,Orfeo
479269,Pražský komorní orchestr,2026060,1825942,Flötenkonzerte,1522,Orfeo
491051,London Mozart Players,2026066,1825947,Symphonies,1842,Chandos
650760,Matthias Bamert,2026066,1825947,Symphonies,1842,Chandos
588553,Lajos Lencsés,2026070,1825951,3 Oboe Concertos,1477,Classic Produktion Osnabrück
729831,Slovenský komorný orchester Bohdana Warchala,2026070,1825951,3 Oboe Concertos,1477,Classic Produktion Osnabrück
279440,Bohdan Warchal,2026070,1825951,3 Oboe Concertos,1477,Classic Produktion Osnabrück
1467158,Amphion Bläseroktett,2026165,1825987,À la chasse: Harmoniemusik From Wallerstein,90300,Pan Classics
1140017,Pratum Integrum Orchestra,2026198,1826008,Bohemian Mutineer,55767,Caro Mitis
1528514,Compagnia di Punto,2026325,1826058,Trovatello,1705,Deutsche Harmonia Mundi
