id,name,credit,songid,song,labelid,label
165176,Steven Brown,1602491,1615721,Clear Tears | Troubled Waters,6411,Crammed Discs
205349,Blaine L. Reininger,1602491,1615721,Clear Tears | Troubled Waters,6411,Crammed Discs
