id,name,credit,songid,song,labelid,label
294374,Rowetta,2500862,1282338,1102 | 2011,50975,Haçienda Records
294374,Rowetta,2500862,1282338,1102 | 2011,34927,24 Hour Service Station
294374,Rowetta,2500862,1282338,1102 | 2011,50975,Haçienda Records
294374,Rowetta,2500862,1282338,1102 | 2011,50975,Haçienda Records
