id,name,credit,songid,song,labelid,label
84679,György Ligeti,2647574,2335032,Ligeti | Gamelan,126121,Megadisc Classics
779553,Jan Michiels,2647574,2335032,Ligeti | Gamelan,126121,Megadisc Classics
