id,name,credit,songid,song,labelid,label
48183,Carlos Vives,2376631,2118501,Déjame quererte,42595,Sony Music | Latin
1543740,Cholo Valderrama,2376631,2118501,Déjame quererte,42595,Sony Music | Latin
1443897,Cynthia Montaño,2376631,2118501,Déjame quererte,42595,Sony Music | Latin
1652754,Elkin Robinson,2376631,2118501,Déjame quererte,42595,Sony Music | Latin
1435855,Velo de Oza,2376631,2118501,Déjame quererte,42595,Sony Music | Latin
