id,name,credit,songid,song,labelid,label
480717,Панчо Хараланов Владигеров,2606810,2304576,Bulgarian Suite; Seven Symphonic Bulgarian Dances; Vardar Rhapsody,-1,
1541050,Найден Тодоров,2606810,2304576,Bulgarian Suite; Seven Symphonic Bulgarian Dances; Vardar Rhapsody,-1,
