id,name,credit,songid,song,labelid,label
73502,George Frideric Handel,1323240,1384292,"Handel: Dixit Dominus, HWV 232 / Vivaldi: Dixit Dominus RV 807 / Vivaldi: In furore iustissimae, RV 626",377,Harmonia Mundi
73502,George Frideric Handel,1323240,1384292,"Handel: Dixit Dominus, HWV 232 / Vivaldi: Dixit Dominus RV 807 / Vivaldi: In furore iustissimae, RV 626",377,Harmonia Mundi
24465,Antonio Vivaldi,1323240,1384292,"Handel: Dixit Dominus, HWV 232 / Vivaldi: Dixit Dominus RV 807 / Vivaldi: In furore iustissimae, RV 626",377,Harmonia Mundi
24465,Antonio Vivaldi,1323240,1384292,"Handel: Dixit Dominus, HWV 232 / Vivaldi: Dixit Dominus RV 807 / Vivaldi: In furore iustissimae, RV 626",377,Harmonia Mundi
441555,Lucy Crowe,1323240,1384292,"Handel: Dixit Dominus, HWV 232 / Vivaldi: Dixit Dominus RV 807 / Vivaldi: In furore iustissimae, RV 626",377,Harmonia Mundi
441555,Lucy Crowe,1323240,1384292,"Handel: Dixit Dominus, HWV 232 / Vivaldi: Dixit Dominus RV 807 / Vivaldi: In furore iustissimae, RV 626",377,Harmonia Mundi
1093729,David Bates,1323240,1384292,"Handel: Dixit Dominus, HWV 232 / Vivaldi: Dixit Dominus RV 807 / Vivaldi: In furore iustissimae, RV 626",377,Harmonia Mundi
1093729,David Bates,1323240,1384292,"Handel: Dixit Dominus, HWV 232 / Vivaldi: Dixit Dominus RV 807 / Vivaldi: In furore iustissimae, RV 626",377,Harmonia Mundi
46315,Giovanni Battista Pergolesi,2175941,1939264,Pergolesi: Stabat Mater / Bach: Cantatas BWV 54 & 170,377,Harmonia Mundi
2327,Johann Sebastian Bach,2175941,1939264,Pergolesi: Stabat Mater / Bach: Cantatas BWV 54 & 170,377,Harmonia Mundi
441555,Lucy Crowe,2175941,1939264,Pergolesi: Stabat Mater / Bach: Cantatas BWV 54 & 170,377,Harmonia Mundi
1081129,Tim Mead,2175941,1939264,Pergolesi: Stabat Mater / Bach: Cantatas BWV 54 & 170,377,Harmonia Mundi
1093729,David Bates,2175941,1939264,Pergolesi: Stabat Mater / Bach: Cantatas BWV 54 & 170,377,Harmonia Mundi
37472,Christoph Willibald Gluck,2563977,2276022,"Orfeo ed Euridice, Wq. 30",-1,
885005,Iestyn Davies,2563977,2276022,"Orfeo ed Euridice, Wq. 30",-1,
1209258,Sophie Bevan,2563977,2276022,"Orfeo ed Euridice, Wq. 30",-1,
788154,Rebecca Bottone,2563977,2276022,"Orfeo ed Euridice, Wq. 30",-1,
1093729,David Bates,2563977,2276022,"Orfeo ed Euridice, Wq. 30",-1,
