id,name,credit,songid,song,labelid,label
1463241,reddam,1906364,1755626,あの星にのせて,26003,Maltine Records
1027366,林ゆうき,2552148,2267872,ROBOTICS;NOTES SOUND VARIATION Remix CD,3247,Aniplex
786158,阿保剛,2552148,2267872,ROBOTICS;NOTES SOUND VARIATION Remix CD,3247,Aniplex
1053087,mononofrog_4sk,2552148,2267872,ROBOTICS;NOTES SOUND VARIATION Remix CD,3247,Aniplex
985198,fhána,2552148,2267872,ROBOTICS;NOTES SOUND VARIATION Remix CD,3247,Aniplex
