id,name,credit,songid,song,labelid,label
74826,Anna Oxa,806269,899966,"Camminando, camminando",235,Columbia
74826,Anna Oxa,806269,899966,"Camminando, camminando",235,Columbia
48910,José Luis Rodríguez,2422289,1850134,Culpable soy yo,42595,Sony Music | Latin
143296,Yandel,2061330,1850125,Humanos a Marte (urbano remix),42595,Sony Music | Latin
157386,Wisin,2061340,1850132,Qué me has hecho,42595,Sony Music | Latin
1048120,Ozuna,2105047,1883009,Choka choka,42595,Sony Music | Latin
